K(120) : 100.0, 0.0 -> 100.0, 0.0*10.579074126921345
K(263) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*10.325618018361771
K(264) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*10.305942576392509
K(265) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*10.267343633303467
K(266) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*10.304922912373856
K(267) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*10.30065424316755
K(268) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*10.307047328311743
K(269) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*10.277002281459623
K(270) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*10.218489406182593
K(271) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*10.233869326615544
K(272) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*10.19870969583144
K(273) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*10.104794763713661
K(274) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*10.095304661142748
K(275) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*10.05608173041275
K(276) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*10.056239616381733
K(277) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*9.987406646334898
K(278) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*10.018766849681208
K(279) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*10.023993096907702
K(280) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*10.12626578800693
K(281) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*10.058351400325092
K(282) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*9.96856913086665
K(283) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*10.011453223848507
K(284) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*9.909611710737202
K(285) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*9.958313350026623
K(286) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*9.986730050875757
K(287) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*9.906905100294951
K(288) : 104.69492726818446, 0.0 -> 104.69492726818446, 0.0*9.806872145808063
B(289) : 104.69492726818446, 0.0 -> 45.04219483894868, 5.982149255608139*9.971789382104198
S(290) : 45.04219483894868, 5.982149255608139 -> 77.50309280077687, 2.715674706576724*9.937594025171144
S(291) : 77.50309280077687, 2.715674706576724 -> 91.56213173381163, 1.2980296415593386*9.917178340307867
S(292) : 91.56213173381163, 1.2980296415593386 -> 98.13830150373619, 0.6390379469381244*9.97913907504482
S(293) : 98.13830150373619, 0.6390379469381244 -> 101.70524912727102, 0.28680131780009405*10.126566428550099
S(294) : 101.70524912727102, 0.28680131780009405 -> 103.59987933876529, 0.09902399286150948*10.089771020616778
S(295) : 103.59987933876529, 0.09902399286150948 -> 104.23004999008637, 0.03674879913831318*10.119127916680583
S(296) : 104.23004999008637, 0.03674879913831318 -> 104.47158385750723, 0.012880236350872796*10.1193301654487
S(297) : 104.47158385750723, 0.012880236350872796 -> 104.55725186727051, 0.004512617143671174*10.238038758927994
S(298) : 104.55725186727051, 0.004512617143671174 -> 104.59111493167548, 0.0012048170754956709*10.237337114407541
S(299) : 104.59111493167548, 0.0012048170754956709 -> 104.60016150319963, 0.00032226600749957917*10.250479379836332
S(300) : 104.60016150319963, 0.00032226600749957917 -> 104.60260151421242, 8.322586535759396e-05*10.207536654443915
S(301) : 104.60260151421242, 8.322586535759396e-05 -> 104.60320339066067, 2.4003067502907215e-05*10.162918167530748
S(302) : 104.60320339066067, 2.4003067502907215e-05 -> 104.60336251835221, 8.22065333752624e-06*10.082595088203853
S(303) : 104.60336251835221, 8.22065333752624e-06 -> 104.60340991814823, 3.5102499128162396e-06*10.062789052330238
S(304) : 104.60340991814823, 3.5102499128162396e-06 -> 104.60342886468368, 1.654965710503357e-06*10.212201141720818
S(305) : 104.60342886468368, 1.654965710503357e-06 -> 104.60344007594277, 5.703719334898368e-07*10.336827793271336
S(306) : 104.60344007594277, 5.703719334898368e-07 -> 104.60344459762801, 1.362374584335698e-07*10.415402368194073
S(307) : 104.60344459762801, 1.362374584335698e-07 -> 104.60344575483595, 2.5059022850944466e-08*10.4085645855443
S(308) : 104.60344575483595, 2.5059022850944466e-08 -> 104.60344596293368, 4.850268102330474e-09*10.297404606411135
S(309) : 104.60344596293368, 4.850268102330474e-09 -> 104.60344599712184, 1.5317464753647154e-09*10.302226130026986
S(310) : 104.60344599712184, 1.5317464753647154e-09 -> 104.60344600800137, 4.791223610924401e-10*10.335632484388196
S(311) : 104.60344600800137, 4.791223610924401e-10 -> 104.60344601148641, 1.4326047155964254e-10*10.376407135636443
S(312) : 104.60344601148641, 1.4326047155964254e-10 -> 104.60344601255734, 3.8354799062382136e-11*10.208474841267455
S(313) : 104.60344601255734, 3.8354799062382136e-11 -> 104.60344601275781, 1.8576685611997726e-11*10.135926971189203
B(314) : 104.60344601275781, 1.8576685611997726e-11 -> 44.245444635968006, 6.005126436990161*10.05107919213582
B(315) : 44.245444635968006, 6.005126436990161 -> 13.31728959900181, 9.055591676607321*10.13883214773093
B(317) : 105.55286699711216, 0.0 -> 49.255244329233506, 5.513429377423102*10.210999146631195
B(318) : 49.255244329233506, 5.513429377423102 -> 24.533495757558697, 7.924948872778791*10.25152341471262
S(319) : 24.533495757558697, 7.924948872778791 -> 69.44656205108252, 3.5817962174046114*10.341120807243279
K(321) : 106.12747926498639, 0.0 -> 106.12747926498639, 0.0*10.282732308861393
K(322) : 106.12747926498639, 0.0 -> 106.12747926498639, 0.0*10.349490812750908
K(323) : 106.12747926498639, 0.0 -> 106.12747926498639, 0.0*10.205473522939272
B(324) : 106.12747926498639, 0.0 -> 52.13816392543197, 5.348329917225085*10.094611995732327
B(325) : 52.13816392543197, 5.348329917225085 -> 18.490337371274542, 8.714853548368023*9.994828565256189
B(326) : 18.490337371274542, 8.714853548368023 -> 4.283424218024882, 10.14252725217749*9.951092546806246
B(327) : 4.283424218024882, 10.14252725217749 -> 0.7613894869782714, 10.497678143487146*9.917009409884214
B(328) : 0.7613894869782714, 10.497678143487146 -> 0.10335470440423189, 10.563539262643332*9.991248114286664
B(329) : 0.10335470440423189, 10.563539262643332 -> 0.023486789375784606, 10.571629168335567*9.87253968919558
B(330) : 0.023486789375784606, 10.571629168335567 -> 0.001900918565158418, 10.573816367070851*9.869185850565447
B(331) : 0.001900918565158418, 10.573816367070851 -> 0.000145994392013173, 10.573994623954626*9.844916706672395
B(332) : 0.000145994392013173, 10.573994623954626 -> 6.8456996163981595e-06, 10.574008825516552*9.79812594628347
B(333) : 6.8456996163981595e-06, 10.574008825516552 -> 0.0, 10.574009523517656*9.807577056700344
K(334) : 0.0, 10.574009523517656 -> 0.0, 10.574009523517656*9.83043873408475
K(335) : 0.0, 10.574009523517656 -> 0.0, 10.574009523517656*10.001251327475527
K(336) : 0.0, 10.574009523517656 -> 0.0, 10.574009523517656*10.078765809886916
K(337) : 0.0, 10.574009523517656 -> 0.0, 10.574009523517656*10.04837990690585
K(338) : 0.0, 10.574009523517656 -> 0.0, 10.574009523517656*10.097168364886098
K(339) : 0.0, 10.574009523517656 -> 0.0, 10.574009523517656*10.047140609915312
K(340) : 0.0, 10.574009523517656 -> 0.0, 10.574009523517656*10.107135030270692
K(341) : 0.0, 10.574009523517656 -> 0.0, 10.574009523517656*10.014361802162615
K(342) : 0.0, 10.574009523517656 -> 0.0, 10.574009523517656*10.071001949337145
K(343) : 0.0, 10.574009523517656 -> 0.0, 10.574009523517656*10.212512008611416
K(346) : 108.24683860023454, 0.0 -> 108.24683860023454, 0.0*10.303817057416072
K(347) : 108.24683860023454, 0.0 -> 108.24683860023454, 0.0*10.379373958433156
K(348) : 108.24683860023454, 0.0 -> 108.24683860023454, 0.0*10.401965999863371
K(349) : 108.24683860023454, 0.0 -> 108.24683860023454, 0.0*10.6041074163981
K(350) : 108.24683860023454, 0.0 -> 108.24683860023454, 0.0*10.633091074450235
K(351) : 108.24683860023454, 0.0 -> 108.24683860023454, 0.0*10.58874417025722
K(352) : 108.24683860023454, 0.0 -> 108.24683860023454, 0.0*10.5576316414448
K(353) : 108.24683860023454, 0.0 -> 108.24683860023454, 0.0*10.568666072139527
K(354) : 108.24683860023454, 0.0 -> 108.24683860023454, 0.0*10.448233540574924
K(355) : 108.24683860023454, 0.0 -> 108.24683860023454, 0.0*10.426074584209074
K(356) : 108.24683860023454, 0.0 -> 108.24683860023454, 0.0*10.341796019666882
K(357) : 108.24683860023454, 0.0 -> 108.24683860023454, 0.0*10.358888564970082
K(358) : 108.24683860023454, 0.0 -> 108.24683860023454, 0.0*10.223409985969019
K(359) : 108.24683860023454, 0.0 -> 108.24683860023454, 0.0*10.12600738815253
B(360) : 108.24683860023454, 0.0 -> 42.50731955230064, 6.48995044293649*10.129433132957626
B(361) : 42.50731955230064, 6.48995044293649 -> 16.866549247215175, 9.052306653755213*10.006715770752553
B(362) : 16.866549247215175, 9.052306653755213 -> 4.213577822825055, 10.318053240506158*9.99644917618868
B(363) : 4.213577822825055, 10.318053240506158 -> 1.000820675127315, 10.640071855674606*9.976929892755265
B(364) : 1.000820675127315, 10.640071855674606 -> 0.21432114993380824, 10.719843788900317*9.859351445929454
B(365) : 0.21432114993380824, 10.719843788900317 -> 0.015715529962561953, 10.739967962339097*9.869007568207765
B(366) : 0.015715529962561953, 10.739967962339097 -> 0.0013341182949664025, 10.741411310858727*9.963921722309315
B(367) : 0.0013341182949664025, 10.741411310858727 -> 0.0002649106777786951, 10.74152065433295*9.778430992632844
B(368) : 0.0002649106777786951, 10.74152065433295 -> 0.0, 10.741548022572909*9.679492659416663
K(369) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.649347249303258
K(370) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.549360516158098
K(371) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.449591967140448
K(372) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.428279844681501
K(373) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.34137578424712
K(374) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.265333860830532
K(375) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.27587970977987
K(376) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.270795112390173
K(377) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.20990558762341
K(378) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.182617079658087
K(379) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.16335038417785
K(380) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.234024457187955
K(381) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.24366109579626
K(382) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.20539383271124
K(383) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.130804468769348
K(384) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.13544392219597
K(385) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.144904300608482
K(386) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.101412437465767
K(387) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.201311644952266
K(388) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.183166780467538
K(389) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.062531884625042
K(390) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.946961423707124
K(391) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.962267761094152
K(392) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.916578559748734
K(393) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.996912228845622
K(394) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.900891867990936
K(395) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.884418139411872
K(396) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.90407723968589
K(397) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.961719100044542
K(398) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.898583112708474
K(399) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.910159466463522
K(400) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.931548974079007
K(401) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.873783449622055
K(402) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.835646963570207
K(403) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.889237563779327
K(404) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.846601015322424
K(405) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.877123769478409
K(406) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.935612834881793
K(407) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.777304301174345
K(408) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.829421110565011
K(409) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.768997882746834
K(410) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.681543198936671
K(411) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.601703223336903
K(412) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.708423138117356
K(413) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.603087234660864
K(414) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.569242783407411
K(415) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.466429552538195
K(416) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.507198020336903
K(417) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.482997803475646
K(418) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.5455676778171
K(419) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.472194424997529
K(420) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.486435403918819
K(421) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.380013297252155
K(422) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.43454819319582
K(423) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.505948028761754
K(424) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.590547775029584
K(425) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.59881513587415
K(426) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.589048447101517
K(427) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.599337155329222
K(428) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.545288617178135
K(429) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.56285590869814
K(430) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.509753349748783
K(431) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.612711929668354
K(432) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.587119093169523
K(433) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.641079817866457
K(434) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.617564746623794
K(435) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.64932415090593
K(436) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.786374429327806
K(437) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.850241670086307
K(438) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.877782159874446
K(439) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.829059881703268
K(440) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.76467202729699
K(441) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.769887319609001
K(442) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.846255606090521
K(443) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.944872583982862
K(444) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.979126475792114
K(445) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.089854351318971
K(446) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.109263374923847
K(447) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.16730249533674
K(448) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.174531349752906
K(449) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.266392955330266
K(450) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.262172900602978
K(451) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.206427485180141
K(452) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.174248857478977
K(453) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.360739921319153
K(454) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.238157392069914
K(455) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.203946910872261
K(456) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.226472137363467
K(457) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.074743802883672
K(458) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.038427631243305
K(459) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.922525337088112
K(460) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.910826414965308
K(461) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.81207242295372
K(462) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.779283236854116
K(463) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.82575546849778
K(464) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.77825547315046
K(465) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.856495568847153
K(466) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.831341466347796
K(467) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.965374758956294
K(468) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.980711079371034
K(469) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.975203440148764
K(470) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.893959314167704
K(471) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*8.94638468014761
K(472) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.031888851898854
K(473) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.116361983600795
K(474) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.244410167169297
K(475) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.16267712684627
K(476) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.252129234246823
K(477) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.216859477392724
K(478) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.210296564883025
K(479) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.176396554717252
K(480) : 0.0, 10.741548022572909 -> 0.0, 10.741548022572909*9.208720630193554
S(481) : 0.0, 10.741548022572909 -> 49.91500798523838, 5.269373633919303*9.121604035268996
B(482) : 49.91500798523838, 5.269373633919303 -> 22.90007793828674, 8.22115029967943*9.15209147098359
B(483) : 22.90007793828674, 8.22115029967943 -> 11.071743134668623, 9.530716072448646*9.032257141698079
B(484) : 11.071743134668623, 9.530716072448646 -> 4.559276402998747, 10.261444604515535*8.912292932163403
B(485) : 4.559276402998747, 10.261444604515535 -> 1.5321655853683978, 10.601920503250394*8.890822607058226
